RecordID,CollectionDate,ConfirmedMalariaCases,SuspectedMalariaCasesTested,MalariaTestPositivityRate,MalariaIncidenceRate,SevereMalariaCases,MalariaDeaths,OutpatientMalariaVisits,InpatientMalariaAdmissions,ChildMalariaCases,MalariaInPregnancy,ITNOwnershipPercent,ITNUsagePercent,IRSCoveragePercent,Temperature,Precipitation,NDVI,Elevation,UrbanPopulationPercent,Under5PopulationPercent,GDPPerCapita,ImprovedWaterAccessPercent
175,2021-05-26,10,12,0.62,391.77,0,0,5,4,0,2,97.1,88.1,35.6,21.8,61.5,0.41,1033.7,22.3,17.8,400.63,44.5
176,2023-11-19,3,8,0.73,391.77,1,0,8,4,3,0,70.9,60.5,78.2,22.9,22.1,0.75,423.9,28.4,11.6,499.32,50.5
177,2022-05-03,4,12,0.17,391.77,1,0,11,1,0,0,81.6,50.0,63.8,23.3,50.1,0.26,817.9,60.0,11.5,419.07,76.8
178,2022-07-25,7,8,0.85,391.77,2,0,6,1,2,2,66.0,61.1,38.4,26.1,111.7,0.41,1744.4,25.8,16.8,628.65,59.1
179,2023-09-22,5,10,0.27,391.77,1,0,7,2,5,1,84.1,59.9,20.6,25.8,43.3,0.22,1460.3,49.1,10.9,620.37,47.0
180,2022-03-15,10,14,0.49,391.77,1,0,10,0,2,2,87.8,30.9,34.8,27.3,0.7,0.45,396.8,25.0,12.1,628.63,78.9
181,2021-09-28,4,4,0.87,391.77,0,0,13,5,3,1,76.1,52.6,76.0,29.0,27.2,0.43,265.0,16.7,18.1,573.88,65.2
182,2023-08-27,2,5,0.24,391.77,0,1,7,0,1,0,77.5,70.3,79.0,29.5,2.5,0.63,1879.3,35.5,14.2,292.98,42.3
183,2022-05-13,3,10,0.13,391.77,1,0,13,3,2,3,96.1,31.7,22.7,28.0,8.3,0.29,1642.5,58.5,11.0,389.33,63.8
184,2023-08-27,5,10,0.34,391.77,1,0,5,1,3,0,88.3,63.1,56.5,31.8,34.5,0.62,755.8,34.0,19.7,492.05,75.6
185,2023-04-14,8,8,0.23,391.77,1,0,7,4,3,0,50.7,49.7,56.2,23.5,0.1,0.79,1473.3,51.1,12.2,581.37,78.5
186,2022-01-25,4,9,0.63,391.77,1,0,7,1,2,2,95.6,32.0,40.2,26.4,68.7,0.53,914.4,27.2,13.8,687.68,66.5
187,2021-07-13,3,14,0.32,391.77,0,1,7,2,3,0,77.4,55.7,53.8,28.1,11.2,0.67,193.1,58.6,14.7,692.15,49.2
188,2021-07-18,8,10,0.15,391.77,2,0,13,4,3,0,50.3,60.3,71.1,26.2,14.2,0.5,1433.2,19.5,15.8,499.16,65.9
189,2023-06-02,6,13,0.81,391.77,2,0,10,2,3,0,95.1,46.1,30.3,26.5,45.9,0.74,1058.5,67.1,14.4,578.24,53.7
190,2022-12-27,8,11,0.14,391.77,1,0,10,3,8,0,82.1,72.6,26.1,23.7,30.7,0.33,1710.1,57.4,17.3,665.52,68.7
191,2023-05-18,3,11,0.32,391.77,0,0,15,4,5,0,63.1,49.2,29.9,27.8,0.6,0.77,903.8,28.5,10.7,377.39,79.8
192,2023-04-22,3,12,0.29,391.77,0,0,9,2,2,0,78.1,50.8,37.7,23.5,36.4,0.32,803.5,65.3,19.3,561.78,75.8
193,2023-08-15,5,6,0.12,391.77,1,0,7,3,2,3,94.1,50.2,29.7,25.8,28.6,0.7,489.5,51.0,16.8,491.65,84.6
194,2021-04-21,11,6,0.23,391.77,0,0,8,5,5,2,69.4,30.6,58.6,29.2,38.5,0.77,757.9,32.7,15.6,602.28,44.2
195,2021-07-21,7,13,0.75,391.77,0,0,9,3,3,2,69.2,83.6,36.4,28.8,12.7,0.1,388.7,16.2,11.9,383.32,75.4
196,2021-05-05,4,6,0.13,391.77,1,0,14,2,6,0,70.5,70.8,21.1,27.2,181.3,0.44,1331.2,29.1,13.6,517.93,71.5
197,2023-04-05,3,6,0.12,391.77,2,0,12,2,4,1,55.7,81.8,70.2,29.2,41.8,0.64,440.9,69.3,17.3,503.39,58.2
198,2022-11-26,8,14,0.61,391.77,0,0,10,3,3,2,70.6,72.0,64.4,26.8,103.0,0.11,1612.2,34.8,17.5,605.36,86.9
199,2021-08-12,8,10,0.17,391.77,1,0,9,3,2,0,88.0,44.7,21.4,23.2,104.5,0.4,723.7,29.8,15.0,412.88,73.9
200,2022-05-25,3,12,0.4,391.77,0,0,10,3,4,1,80.1,58.2,71.2,24.5,12.7,0.42,203.8,38.9,12.5,568.72,78.9
201,2022-01-28,3,13,0.1,391.77,1,0,7,4,3,0,75.3,34.4,28.2,28.5,35.8,0.66,1353.8,54.6,18.3,358.24,70.6
202,2022-01-25,6,12,0.39,391.77,0,0,7,4,2,4,87.0,32.0,36.5,24.8,54.6,0.73,1694.9,67.9,12.1,462.57,61.2
203,2023-07-08,2,11,0.35,391.77,0,0,7,0,2,3,90.1,47.3,42.9,29.8,73.8,0.41,283.8,48.8,19.1,591.65,67.9
204,2021-10-15,7,14,0.59,391.77,0,0,5,0,1,4,82.8,60.4,70.6,32.2,75.3,0.18,310.5,43.0,13.9,525.27,61.2
205,2023-05-15,5,10,0.5,391.77,0,0,9,6,3,0,66.2,44.9,25.6,31.5,174.8,0.8,1781.6,56.7,15.3,567.27,54.7
206,2022-01-11,5,12,0.64,391.77,2,0,10,0,2,0,83.9,53.9,37.6,22.4,43.4,0.18,1546.4,44.6,19.7,545.87,53.2
207,2022-07-25,6,9,0.85,391.77,0,0,4,3,4,0,54.2,36.6,78.6,30.5,5.1,0.39,987.5,52.5,16.6,584.87,68.2
208,2023-08-06,1,9,0.74,391.77,1,0,14,3,5,3,50.4,51.7,22.2,21.0,188.7,0.26,513.1,16.6,12.3,560.26,82.5
209,2022-05-27,10,9,0.85,391.77,1,0,10,0,1,1,81.9,37.5,78.4,22.3,176.3,0.73,1858.6,67.0,10.1,411.04,41.8
210,2021-06-04,2,6,0.14,391.77,2,0,7,3,5,0,73.3,58.3,47.1,22.5,64.4,0.32,1320.3,52.4,17.5,507.51,53.5
211,2023-06-27,5,11,0.89,391.77,1,0,10,1,2,3,64.7,46.3,53.4,22.2,108.0,0.54,302.2,50.8,15.6,141.33,40.7
212,2021-07-20,4,7,0.36,391.77,0,0,10,1,1,1,94.6,45.5,76.3,22.9,104.4,0.19,619.4,53.5,12.1,453.02,55.5
213,2021-04-14,5,10,0.32,391.77,2,0,8,0,5,1,77.3,71.0,31.7,33.7,69.5,0.66,801.1,27.1,17.9,246.3,46.9
214,2021-01-31,4,13,0.42,391.77,0,0,7,3,2,0,82.1,79.4,36.6,26.2,119.2,0.33,1051.3,47.6,10.6,612.79,61.6
215,2021-07-11,5,8,0.73,391.77,2,0,6,2,4,2,62.3,61.3,76.0,26.1,17.4,0.32,1853.6,52.9,13.5,582.8,50.1
216,2022-04-30,6,4,0.86,391.77,0,0,9,1,4,0,74.0,85.2,31.1,28.9,14.8,0.26,1791.4,29.9,15.2,486.96,73.0
217,2021-12-07,1,9,0.54,391.77,1,0,6,2,4,0,95.5,48.0,55.4,29.1,118.2,0.44,640.6,63.0,10.3,465.06,81.1
218,2023-04-13,3,8,0.22,391.77,2,0,14,2,3,1,69.5,42.5,29.3,30.7,7.2,0.77,1934.4,69.8,11.4,563.68,47.2
219,2023-09-22,2,16,0.27,391.77,1,0,4,4,4,1,77.9,40.8,34.3,31.1,8.7,0.29,464.3,47.1,12.3,506.09,55.4
220,2023-09-13,5,11,0.42,391.77,2,0,8,2,4,0,66.3,38.1,79.4,22.8,24.5,0.65,1194.9,61.8,18.8,396.79,40.4
221,2022-03-14,4,4,0.39,391.77,1,0,9,3,6,0,61.1,77.1,51.1,24.6,11.6,0.38,5.0,19.2,16.8,457.75,60.6
222,2023-04-02,7,4,0.29,391.77,0,0,8,0,3,1,55.2,84.5,58.4,20.1,8.6,0.38,1409.4,30.1,18.8,415.96,68.9
223,2021-05-01,7,6,0.78,391.77,3,0,8,0,2,1,80.4,46.5,72.1,24.0,33.4,0.52,1661.5,22.7,15.3,613.58,70.2
224,2021-12-04,2,6,0.32,391.77,0,0,10,1,2,1,51.1,34.5,76.2,22.8,0.7,0.43,439.4,24.7,17.7,598.01,78.1
225,2023-02-16,6,11,0.57,391.77,1,0,10,2,3,1,73.3,62.2,33.8,28.2,36.3,0.6,581.5,69.6,17.6,640.2,73.6
226,2021-01-05,7,4,0.48,391.77,0,0,10,2,2,1,91.3,67.9,39.9,22.0,101.1,0.78,289.3,27.5,14.0,516.2,59.5
227,2023-03-11,2,13,0.84,391.77,1,0,17,2,2,1,71.9,76.8,33.5,24.0,41.5,0.34,1942.8,51.0,15.3,624.39,73.0
228,2022-06-28,7,11,0.6,391.77,0,0,7,2,2,0,59.7,43.2,59.7,24.0,15.3,0.2,1634.9,12.9,19.0,533.94,53.4
229,2023-07-21,5,9,0.37,391.77,2,0,11,2,2,0,81.9,48.0,31.5,24.1,6.2,0.11,451.6,40.8,13.7,535.04,73.7
230,2022-08-08,7,11,0.61,391.77,0,0,8,2,2,1,53.5,34.9,66.7,26.9,51.0,0.14,553.9,41.8,19.4,393.66,86.5
231,2023-05-17,6,10,0.36,391.77,2,0,4,1,1,0,77.4,63.4,46.3,26.1,74.9,0.76,1701.9,50.4,19.3,454.42,73.1
232,2023-09-24,5,8,0.17,391.77,1,0,8,2,2,2,51.4,75.3,29.7,21.7,59.1,0.66,654.4,35.5,11.3,559.68,52.3
233,2021-11-14,6,9,0.49,391.77,0,0,9,1,4,1,97.8,40.6,52.0,27.7,8.2,0.79,1603.3,19.1,19.7,350.57,66.4
234,2022-01-24,5,9,0.79,391.77,2,0,13,3,4,2,97.9,69.3,30.8,27.0,170.2,0.57,971.5,66.3,19.9,747.37,76.4
235,2022-08-31,4,8,0.83,391.77,1,0,9,3,2,3,65.3,72.8,60.0,32.2,159.2,0.3,1503.1,55.8,11.7,504.63,79.4
236,2022-03-22,7,11,0.53,391.77,0,0,9,2,2,2,54.4,47.1,74.1,29.0,105.8,0.2,1726.6,46.1,19.7,426.1,84.9
237,2021-04-30,1,7,0.66,391.77,0,0,9,0,5,1,95.8,76.2,36.2,29.1,10.2,0.65,1132.8,62.7,19.0,613.58,79.2
238,2021-05-05,8,10,0.59,391.77,0,0,15,5,3,2,93.4,31.5,69.3,26.4,5.0,0.63,1102.8,52.2,13.0,379.56,51.4
239,2022-10-05,4,14,0.75,391.77,2,0,9,3,3,0,62.0,33.7,71.5,29.8,64.9,0.46,1621.7,66.9,14.0,540.47,72.3
240,2021-04-28,5,11,0.18,391.77,0,0,7,1,0,1,75.5,59.0,29.9,24.0,141.9,0.46,1861.5,16.0,15.1,425.03,84.4
241,2021-04-13,3,11,0.42,391.77,0,0,6,2,1,1,61.9,72.7,53.0,27.5,30.8,0.3,635.4,61.9,17.0,479.29,78.9
242,2023-09-04,7,10,0.3,391.77,1,0,7,2,3,4,67.2,70.3,35.9,26.8,39.9,0.44,1695.6,29.8,18.9,508.31,42.6
243,2023-10-27,2,11,0.11,391.77,0,0,10,5,3,0,78.0,76.8,60.6,24.2,166.2,0.67,220.6,46.3,18.5,524.94,63.5
244,2023-12-24,5,11,0.76,391.77,1,0,2,2,1,1,73.1,59.5,72.5,28.9,146.3,0.22,1186.8,66.7,12.5,621.18,65.8
245,2021-11-19,10,4,0.21,391.77,1,0,12,1,4,0,72.0,72.2,59.7,27.4,9.2,0.53,1632.0,59.7,13.9,450.29,81.3
246,2021-04-27,7,8,0.36,391.77,1,0,5,2,4,1,82.1,66.6,68.4,33.6,25.1,0.66,435.0,48.8,15.1,497.95,79.2
247,2023-11-07,7,9,0.79,391.77,1,0,6,2,3,1,78.0,47.6,29.4,30.6,27.7,0.21,726.3,48.8,14.6,387.33,58.4
248,2021-06-14,10,7,0.68,391.77,1,0,12,1,1,1,79.4,64.6,60.5,25.2,46.9,0.47,1012.7,55.8,18.7,589.5,67.2
249,2022-01-16,1,8,0.55,391.77,1,0,2,2,6,2,91.8,43.2,48.9,26.1,214.7,0.54,687.0,63.5,10.3,445.33,51.4
250,2021-05-21,5,8,0.35,391.77,3,0,6,2,2,3,99.7,59.5,43.6,27.1,154.9,0.68,1439.6,30.6,13.6,654.65,42.2
251,2021-05-20,3,8,0.51,391.77,0,0,9,0,4,1,74.6,82.1,28.2,28.0,61.8,0.74,154.3,47.3,17.0,378.46,61.3
252,2022-04-27,8,14,0.14,391.77,4,0,10,2,4,3,50.9,46.4,75.4,25.6,64.8,0.58,1582.6,62.0,17.2,503.83,73.8
253,2023-04-07,7,12,0.68,391.77,0,0,10,2,8,2,60.3,68.4,76.8,25.6,11.3,0.44,234.0,19.6,11.6,524.36,66.6
254,2021-09-03,3,12,0.29,391.77,1,0,4,0,2,2,90.6,81.2,66.9,25.0,4.6,0.6,533.6,25.1,19.2,587.52,69.1
255,2022-05-20,1,7,0.48,391.77,0,0,8,1,3,2,73.8,66.8,48.2,27.7,201.4,0.46,1090.8,31.0,10.8,487.14,48.0
256,2021-03-23,5,10,0.18,391.77,2,0,6,3,1,1,90.7,77.2,56.4,24.6,52.4,0.24,1504.7,20.9,12.4,410.91,85.5
257,2021-06-17,3,12,0.67,391.77,0,0,4,2,6,1,74.0,75.5,64.7,30.8,8.5,0.3,83.7,41.8,16.0,573.54,75.9
258,2023-05-09,6,5,0.82,391.77,0,0,6,6,2,2,90.6,67.7,69.6,30.5,6.9,0.61,1104.9,67.9,10.9,461.96,82.7
259,2023-12-07,3,10,0.46,391.77,1,0,10,3,2,0,54.3,64.1,72.0,29.1,29.7,0.57,1533.6,30.9,16.2,530.06,82.3
260,2022-10-10,4,9,0.17,391.77,3,0,7,2,1,1,66.5,52.4,35.5,24.8,20.7,0.3,194.5,53.5,19.9,293.26,61.4
261,2022-06-19,5,12,0.86,391.77,0,0,11,2,2,1,73.9,65.2,24.2,29.9,27.2,0.6,1946.3,60.0,17.3,401.62,80.3
262,2022-02-23,8,9,0.46,391.77,0,0,9,3,1,3,65.3,33.3,78.8,29.3,88.2,0.41,283.8,19.4,11.6,386.27,62.7
263,2022-10-06,7,13,0.16,391.77,2,0,3,3,1,2,57.0,64.2,48.1,27.5,19.0,0.41,1426.1,57.9,16.8,689.33,66.2
264,2022-05-04,5,9,0.25,391.77,0,0,5,1,2,0,93.0,61.9,62.9,31.0,11.1,0.77,209.0,45.0,14.6,527.22,61.9
265,2022-06-28,4,13,0.2,391.77,1,0,8,1,3,0,79.1,63.4,31.0,28.9,11.7,0.2,1649.9,37.7,12.6,341.16,47.1
266,2023-03-22,6,11,0.26,391.77,2,0,6,1,1,1,56.4,43.6,43.6,27.2,5.0,0.27,1534.1,51.7,11.2,504.55,76.1
267,2021-09-26,8,10,0.22,391.77,0,0,7,3,2,2,71.0,62.5,47.4,24.1,33.0,0.64,1448.5,62.8,11.5,349.5,49.5
268,2022-09-07,4,11,0.84,391.77,0,0,5,4,1,1,91.3,61.5,68.3,27.1,34.8,0.47,1769.6,11.3,15.0,503.8,89.5
269,2023-07-26,3,6,0.27,391.77,2,0,9,2,4,0,62.8,50.1,68.9,27.3,100.4,0.19,759.2,33.8,12.1,411.28,89.5
270,2022-10-10,2,15,0.45,391.77,1,0,6,3,4,1,60.9,63.0,68.0,24.3,180.8,0.59,1602.9,65.0,17.3,420.45,72.5
271,2021-05-29,3,10,0.68,391.77,4,0,9,5,3,3,91.6,41.8,71.0,27.2,162.0,0.28,65.3,45.0,10.6,413.35,58.4
272,2021-01-20,9,6,0.64,391.77,0,0,6,3,4,1,88.0,69.4,31.9,28.0,51.3,0.4,286.6,22.7,13.8,483.04,77.4
273,2023-07-28,5,15,0.87,391.77,4,0,10,1,1,0,61.9,64.9,57.5,30.6,74.1,0.46,1045.8,35.2,11.6,527.28,50.0
274,2021-07-24,4,11,0.87,391.77,0,0,6,2,0,4,93.5,78.0,79.9,27.8,80.9,0.69,1091.9,63.0,19.4,530.58,63.1
275,2021-05-31,7,12,0.56,391.77,0,0,7,1,3,0,62.8,66.7,36.2,24.9,18.0,0.33,1115.0,52.3,10.3,574.62,89.6
276,2022-03-13,8,7,0.7,391.77,1,0,11,1,1,1,75.2,67.8,37.9,28.1,32.9,0.48,1299.2,63.1,17.1,236.38,54.7
277,2023-11-03,4,9,0.41,391.77,2,0,9,2,3,1,53.8,89.3,64.6,33.0,257.5,0.55,1636.7,14.1,16.5,592.14,55.1
278,2022-06-28,4,15,0.44,391.77,2,0,7,4,3,1,93.4,66.4,67.7,17.3,9.5,0.17,96.0,44.8,14.5,390.82,46.0
279,2021-09-29,8,14,0.18,391.77,1,0,11,4,7,0,95.5,87.1,49.6,27.2,58.6,0.52,5.7,28.3,19.8,641.28,82.8
280,2022-12-16,5,11,0.64,391.77,1,0,6,1,1,0,58.7,68.9,47.4,28.4,97.5,0.6,656.1,12.5,19.7,385.36,69.4
281,2021-05-21,5,5,0.32,391.77,0,0,6,1,4,2,90.7,70.2,70.9,24.8,15.9,0.67,348.2,13.9,18.7,665.48,73.2
282,2022-05-16,6,8,0.16,391.77,0,0,10,3,5,2,80.0,83.4,47.2,32.8,23.7,0.4,1378.7,58.8,12.3,516.17,65.7
283,2023-01-27,7,7,0.18,391.77,0,0,6,1,4,2,85.4,85.0,70.2,26.5,36.9,0.55,629.4,58.5,15.7,525.99,68.2
284,2022-08-07,2,9,0.68,391.77,2,0,7,5,4,1,83.4,64.2,50.1,28.0,15.1,0.22,1752.0,45.9,11.0,596.67,60.8
285,2021-11-20,1,11,0.28,391.77,2,0,5,2,3,0,69.1,45.3,60.7,28.8,31.3,0.66,249.9,59.6,16.7,677.81,82.9
286,2023-06-17,7,15,0.72,391.77,1,0,3,2,3,1,73.1,38.2,26.3,29.8,21.9,0.78,1381.0,57.4,14.3,523.92,67.0
287,2022-09-12,5,7,0.82,391.77,2,0,7,5,8,2,61.5,72.4,53.7,26.0,30.9,0.78,1676.8,28.7,12.2,355.22,75.8
288,2023-12-20,4,13,0.37,391.77,2,0,8,3,5,0,76.6,61.2,52.3,24.3,57.6,0.39,300.8,20.2,17.8,496.37,86.0
289,2021-01-17,4,12,0.74,391.77,0,0,12,2,3,0,99.9,57.5,77.2,27.7,6.1,0.42,990.6,30.8,15.9,521.11,73.5
290,2022-09-06,3,13,0.44,391.77,1,0,3,1,2,2,86.4,68.6,75.0,23.9,30.4,0.14,1831.6,34.6,11.8,494.79,41.0
291,2021-08-01,8,7,0.72,391.77,1,0,5,1,2,3,58.5,71.8,45.2,27.5,30.8,0.57,644.1,53.2,16.0,411.36,88.2
292,2021-10-03,7,11,0.35,391.77,0,0,3,2,2,1,88.3,35.8,39.6,25.2,18.4,0.15,1254.5,25.1,11.2,421.21,82.1
293,2022-06-26,1,12,0.85,391.77,2,0,6,2,2,0,93.4,43.8,23.2,28.5,47.9,0.72,1669.9,57.4,18.6,408.73,47.1
294,2021-08-25,2,7,0.89,391.77,0,0,9,1,0,1,72.9,80.2,33.6,29.9,12.2,0.51,16.6,29.7,11.1,487.11,86.1
295,2021-08-08,4,11,0.41,391.77,0,0,13,5,3,0,76.6,36.0,67.4,22.7,5.0,0.59,940.6,19.3,12.0,441.25,65.1
296,2021-11-15,6,9,0.26,391.77,1,0,9,4,3,1,76.1,83.3,79.1,27.1,11.6,0.26,1136.9,16.5,11.0,478.64,59.9
297,2022-07-12,4,6,0.65,391.77,0,0,6,0,4,0,85.8,55.3,74.4,24.3,42.1,0.8,658.3,56.4,18.3,575.27,67.1
298,2022-08-01,6,11,0.57,391.77,1,0,9,0,5,0,72.3,41.7,52.0,31.6,72.6,0.24,1008.8,60.6,11.0,320.89,59.9
299,2022-03-08,8,12,0.89,391.77,3,0,7,3,0,0,65.0,36.9,30.0,24.0,14.0,0.31,148.2,55.4,14.0,624.19,76.5
300,2022-12-04,7,10,0.75,391.77,2,0,8,4,3,2,59.8,30.7,54.5,28.0,67.3,0.48,672.1,22.3,15.1,570.45,46.3
301,2022-02-21,5,8,0.77,391.77,2,0,10,2,4,0,74.3,53.6,47.8,23.3,64.3,0.64,1334.3,40.4,11.8,629.03,55.1
302,2022-06-25,2,13,0.68,391.77,0,0,13,2,3,1,62.3,32.6,42.6,23.3,101.6,0.24,596.0,34.1,10.1,495.79,88.6
303,2023-11-02,1,11,0.38,391.77,2,0,9,3,3,1,95.2,83.4,60.3,26.8,40.4,0.61,1712.6,36.0,18.2,247.28,49.0
304,2023-09-28,7,13,0.85,391.77,1,0,6,1,2,0,96.8,36.3,65.0,28.6,43.5,0.1,526.9,51.5,11.5,487.66,77.4
305,2022-05-30,4,9,0.47,391.77,0,0,11,3,3,0,97.0,31.9,72.6,30.4,129.3,0.23,1820.1,40.4,18.5,390.48,76.4
306,2021-04-15,1,13,0.42,391.77,0,0,11,1,2,2,93.5,57.7,33.0,27.2,129.6,0.44,1969.0,60.4,13.4,481.94,72.5
307,2021-07-09,6,11,0.26,391.77,0,0,11,1,3,0,62.7,42.2,78.9,24.3,12.9,0.44,1224.3,58.3,10.6,641.54,83.1
308,2023-05-18,5,15,0.34,391.77,2,0,10,2,4,0,50.2,48.3,49.3,26.9,20.3,0.79,970.1,29.8,13.4,527.49,40.3
309,2022-07-21,8,14,0.1,391.77,3,0,5,2,1,0,87.7,32.0,54.8,25.6,42.3,0.63,149.7,66.8,11.4,483.68,41.8
310,2021-04-01,5,11,0.63,391.77,0,0,5,4,5,0,88.2,63.9,78.5,26.8,17.4,0.31,1983.1,68.0,16.8,460.15,86.6
311,2021-01-08,4,6,0.58,391.77,1,0,10,0,3,0,93.8,86.0,44.3,30.1,20.9,0.47,140.0,26.8,16.0,477.24,65.8
312,2022-11-15,10,7,0.42,391.77,0,0,8,2,2,3,76.0,82.9,30.4,28.7,105.3,0.33,1351.1,15.4,12.6,539.4,59.8
313,2021-09-25,7,14,0.87,391.77,0,0,11,1,3,0,98.8,51.9,27.5,20.5,210.6,0.15,1526.1,38.5,19.9,418.39,68.6
314,2022-06-21,4,8,0.65,391.77,2,0,5,0,2,4,60.0,69.6,39.2,28.3,15.0,0.61,138.3,48.0,18.3,484.01,73.6
315,2021-11-27,8,8,0.29,391.77,1,0,5,4,4,2,79.2,79.3,26.2,26.8,28.3,0.7,1944.2,35.4,18.4,397.2,67.9
316,2023-06-24,5,8,0.4,391.77,3,0,8,0,4,1,51.0,38.8,69.8,24.6,9.6,0.3,594.0,62.7,19.6,574.78,69.8
317,2023-05-26,5,16,0.51,391.77,0,0,9,4,1,3,88.9,67.1,48.0,31.2,2.4,0.26,851.6,36.3,17.4,365.24,80.7
318,2021-01-20,5,9,0.54,391.77,1,0,8,1,1,1,99.4,68.3,60.8,28.0,5.6,0.51,252.3,22.5,13.9,495.68,86.6
319,2021-08-18,2,14,0.32,391.77,0,0,12,0,4,1,89.8,58.2,39.8,27.3,13.9,0.66,1407.3,56.7,16.2,587.82,61.9
320,2021-06-04,3,12,0.3,391.77,1,0,12,0,3,0,72.6,53.5,43.4,28.9,14.6,0.22,1863.9,42.3,17.0,546.87,74.0
321,2021-11-02,4,8,0.34,391.77,1,0,10,0,6,0,71.6,62.3,42.1,26.7,53.9,0.52,557.9,11.3,12.2,565.45,46.8
322,2021-03-15,9,9,0.87,391.77,3,0,4,2,3,0,83.8,30.2,74.3,28.6,6.0,0.19,280.9,60.6,18.0,490.8,62.7
323,2023-01-27,0,17,0.39,391.77,0,0,9,3,0,1,55.6,49.8,38.9,26.8,45.8,0.77,1842.1,48.1,19.3,508.05,84.8
324,2021-10-31,5,7,0.4,391.77,6,0,7,1,3,1,84.9,74.2,24.7,26.5,79.4,0.36,473.4,23.0,12.1,626.33,67.0
325,2023-05-31,5,12,0.68,391.77,4,0,6,2,5,1,92.4,52.7,25.5,30.9,13.5,0.29,1491.7,43.8,15.2,487.12,77.9
326,2021-09-19,5,9,0.23,391.77,0,0,4,1,3,1,65.4,46.7,38.8,22.3,25.9,0.78,796.0,58.4,12.6,491.99,44.7
327,2021-03-27,5,11,0.61,391.77,0,0,6,3,3,1,58.8,67.8,27.7,32.4,41.8,0.71,1153.8,30.4,18.1,563.85,42.3
328,2022-09-24,4,10,0.63,391.77,2,0,9,0,4,3,81.5,82.0,63.3,23.8,93.4,0.73,732.0,35.8,16.1,539.86,79.0
329,2023-01-17,9,9,0.15,391.77,1,0,10,2,1,1,50.1,48.9,33.2,27.1,30.1,0.74,913.8,61.9,11.3,487.02,52.2
330,2021-03-23,6,6,0.25,391.77,2,0,7,4,3,1,96.1,31.1,69.1,20.9,111.9,0.75,1713.1,63.6,16.0,518.96,68.4
331,2023-01-03,2,10,0.47,391.77,0,0,9,0,5,1,56.4,37.8,78.3,27.2,47.2,0.2,624.3,53.0,10.4,501.52,65.2
332,2022-03-07,6,9,0.77,391.77,2,0,6,2,2,1,66.2,55.8,79.1,28.5,48.2,0.61,54.6,42.9,17.1,606.9,74.7
333,2022-05-27,6,13,0.69,391.77,1,0,10,1,3,1,81.9,66.4,78.2,25.5,20.6,0.14,135.9,55.5,17.6,226.33,65.9
334,2021-07-30,6,7,0.8,391.77,2,0,12,5,3,0,96.0,32.5,30.4,30.9,38.8,0.72,1890.7,25.5,17.8,496.95,79.0
335,2022-12-26,5,8,0.78,391.77,1,0,3,2,2,2,92.1,58.9,66.4,25.3,44.3,0.47,594.3,66.8,15.9,307.21,62.9
336,2023-04-13,2,16,0.51,391.77,0,0,7,4,2,0,80.5,42.4,51.1,28.9,66.1,0.23,359.0,30.1,16.3,518.03,57.9
337,2021-11-13,5,5,0.6,391.77,2,0,12,3,2,0,76.6,78.6,57.6,20.3,47.4,0.15,552.8,32.9,12.1,563.27,64.9
338,2022-04-30,3,8,0.84,391.77,0,0,3,1,3,0,53.1,62.5,54.7,27.2,23.3,0.6,839.4,65.1,10.3,625.36,62.9
339,2021-11-29,3,12,0.69,391.77,1,0,9,1,3,0,87.8,57.6,72.1,25.1,38.0,0.76,339.3,30.3,10.6,423.26,42.5
340,2021-12-29,3,13,0.39,391.77,0,0,7,0,4,1,53.1,65.1,26.6,27.2,5.5,0.2,1250.5,30.1,14.9,412.07,43.7
341,2023-04-25,6,9,0.38,391.77,1,0,7,2,5,1,60.0,38.5,23.1,29.3,4.9,0.33,1997.0,11.9,14.8,401.88,69.9
342,2021-02-20,6,9,0.39,391.77,3,0,9,0,2,1,86.8,56.6,50.4,26.2,29.3,0.46,629.9,28.8,13.6,595.85,43.1
343,2022-01-03,4,11,0.5,391.77,1,0,4,1,5,0,66.8,63.7,42.3,22.1,4.1,0.33,1142.3,35.4,13.2,407.62,75.0
344,2022-11-12,5,8,0.39,391.77,2,0,6,1,1,0,54.9,54.3,76.2,24.0,271.3,0.43,1850.7,37.1,18.5,403.57,43.3
345,2023-04-24,5,5,0.25,391.77,0,0,10,4,2,0,79.7,80.6,29.9,31.8,38.3,0.12,1211.6,46.1,19.5,581.45,68.0
346,2022-05-24,7,10,0.58,391.77,2,0,10,4,4,3,58.5,37.2,43.2,25.6,32.0,0.72,1714.4,46.6,15.0,472.7,54.4
347,2022-07-01,5,6,0.8,391.77,1,0,7,1,4,1,88.6,57.2,59.5,25.8,45.8,0.27,1172.7,46.8,10.2,535.43,73.3
348,2021-11-23,3,8,0.49,391.77,0,0,9,2,3,1,94.6,88.8,27.1,28.0,80.5,0.73,1286.1,21.4,13.1,470.34,53.5
349,2021-08-10,4,6,0.28,391.77,0,0,10,0,3,2,97.9,81.9,38.3,23.7,16.6,0.38,436.1,56.5,18.9,444.47,50.7
350,2023-02-23,7,3,0.75,391.77,1,0,9,3,2,1,82.8,89.2,69.6,30.7,109.0,0.79,1119.8,67.3,18.0,538.79,76.1
351,2021-03-21,5,15,0.7,391.77,1,0,9,1,2,0,78.7,87.4,23.4,24.2,45.2,0.4,572.3,54.6,18.4,551.89,68.4
